GMT Time,Loss of Load Probability - Latest - GB (),Actual Total Load - GB (MW),Demand Outturn (ITSDO) - GB (MW)
2018-04-05T12:00:00,0,42293,31699
2018-04-05T12:30:00,0,41670,31345
2018-04-05T13:00:00,0,41363,31415
2018-04-05T13:30:00,0,41036,31486
2018-04-05T14:00:00,0,40549,31766
2018-04-05T14:30:00,0,40463,32379
2018-04-05T15:00:00,0,41155,33100
2018-04-05T15:30:00,0,41613,34434
2018-04-05T16:00:00,0,42337,35792
2018-04-05T16:30:00,0,42316,36892
2018-04-05T17:00:00,0,42567,37674
2018-04-05T17:30:00,0,42303,37988
2018-04-05T18:00:00,0,42438,38227
2018-04-05T18:30:00,0,42514,38758
2018-04-05T19:00:00,0,42996,39326
2018-04-05T19:30:00,0,42086,38602
2018-04-05T20:00:00,0,40880,37355
2018-04-05T20:30:00,0,38966,35372
2018-04-05T21:00:00,0,36848,33198
2018-04-05T21:30:00,0,34687,30962
2018-04-05T22:00:00,0,32487,28722
2018-04-05T22:30:00,0,30870,27164
2018-04-05T23:00:00,0,28544,26506
2018-04-05T23:30:00,0,27289,26285
2018-04-06T00:00:00,0,27609,26498
2018-04-06T00:30:00,0,28260,27058
2018-04-06T01:00:00,0,28531,27256
2018-04-06T01:30:00,0,28314,27111
2018-04-06T02:00:00,0,27846,26872
2018-04-06T02:30:00,0,27600,26717
2018-04-06T03:00:00,0,27227,26401
2018-04-06T03:30:00,0,27268,26431
2018-04-06T04:00:00,0,27551,26796
2018-04-06T04:30:00,0,28612,27845
2018-04-06T05:00:00,0,30603,29375
2018-04-06T05:30:00,0,33186,30463
2018-04-06T06:00:00,0,36903,32680
2018-04-06T06:30:00,0,38944,34058
2018-04-06T07:00:00,0,41576,35386
2018-04-06T07:30:00,0,42605,35387
2018-04-06T08:00:00,0,42836,35391
2018-04-06T08:30:00,0,43174,35001
2018-04-06T09:00:00,0,42911,34373
2018-04-06T09:30:00,0,42885,33434
2018-04-06T10:00:00,0,42516,32734
2018-04-06T10:30:00,0,42242,32148
2018-04-06T11:00:00,0,42133,31927
2018-04-06T11:30:00,0,41839,31218
2018-04-06T12:00:00,0,40473,30669
2018-04-06T12:30:00,0,39867,30405
2018-04-06T13:00:00,0,39634,30511
2018-04-06T13:30:00,0,39407,30596
2018-04-06T14:00:00,0,38830,30612
2018-04-06T14:30:00,0,38755,31106
2018-04-06T15:00:00,0,38731,31406
2018-04-06T15:30:00,0,38894,32602
2018-04-06T16:00:00,0,39514,33857
2018-04-06T16:30:00,0,39728,34640
2018-04-06T17:00:00,0,39963,35074
2018-04-06T17:30:00,0,39989,35126
2018-04-06T18:00:00,0,39670,35001
2018-04-06T18:30:00,0,39563,35293
2018-04-06T19:00:00,0,39928,35746
2018-04-06T19:30:00,0,39040,34980
2018-04-06T20:00:00,0,37973,34313
2018-04-06T20:30:00,0,36353,32604
2018-04-06T21:00:00,0,34772,30958
2018-04-06T21:30:00,0,33089,29386
2018-04-06T22:00:00,0,30764,28078
2018-04-06T22:30:00,0,29491,26826
2018-04-06T23:00:00,0,28157,26071
2018-04-06T23:30:00,0,26966,26196
2018-04-07T00:00:00,0,27293,26423
2018-04-07T00:30:00,0,27855,27083
2018-04-07T01:00:00,0,27685,27017
2018-04-07T01:30:00,0,27300,26542
2018-04-07T02:00:00,0,26828,26177
2018-04-07T02:30:00,0,26575,26021
2018-04-07T03:00:00,0,26280,25754
2018-04-07T03:30:00,0,26098,25665
2018-04-07T04:00:00,0,26466,25828
2018-04-07T04:30:00,0,26801,26247
2018-04-07T05:00:00,0,28796,26562
2018-04-07T05:30:00,0,29904,26962
2018-04-07T06:00:00,0,31365,28539
2018-04-07T06:30:00,0,32822,30156
2018-04-07T07:00:00,0,34476,32047
2018-04-07T07:30:00,0,36164,33092
2018-04-07T08:00:00,0,37045,34116
2018-04-07T08:30:00,0,37606,34273
2018-04-07T09:00:00,0,38081,34349
2018-04-07T09:30:00,0,38619,34304
2018-04-07T10:00:00,0,38511,34028
2018-04-07T10:30:00,0,38424,33816
2018-04-07T11:00:00,0,38217,33430
2018-04-07T11:30:00,0,37644,32821
2018-04-07T12:00:00,0,36951,32328
2018-04-07T12:30:00,0,36242,31778
2018-04-07T13:00:00,0,35863,31360
2018-04-07T13:30:00,0,36376,31178
2018-04-07T14:00:00,0,35077,30963
2018-04-07T14:30:00,0,35170,31354
2018-04-07T15:00:00,0,35490,32076
2018-04-07T15:30:00,0,36219,33160
2018-04-07T16:00:00,0,37036,34365
2018-04-07T16:30:00,0,37268,34853
2018-04-07T17:00:00,0,37141,34963
2018-04-07T17:30:00,0,37062,35093
2018-04-07T18:00:00,0,36954,34884
2018-04-07T18:30:00,0,37267,35287
2018-04-07T19:00:00,0,37469,35341
2018-04-07T19:30:00,0,36557,34739
2018-04-07T20:00:00,0,35693,34007
2018-04-07T20:30:00,0,34314,32771
2018-04-07T21:00:00,0,33067,31377
2018-04-07T21:30:00,0,31869,30048
2018-04-07T22:00:00,0,30337,28286
2018-04-07T22:30:00,0,29125,26928
2018-04-07T23:00:00,0,26980,26558
2018-04-07T23:30:00,0,25847,26530
2018-04-08T00:00:00,0,26165,26393
2018-04-08T00:30:00,0,26675,26730
2018-04-08T01:00:00,0,26556,26469
2018-04-08T01:30:00,0,26192,26215
2018-04-08T02:00:00,0,25771,26032
2018-04-08T02:30:00,0,25503,25709
2018-04-08T03:00:00,0,25138,25324
2018-04-08T03:30:00,0,24902,25103
2018-04-08T04:00:00,0,25047,25231
2018-04-08T04:30:00,0,25235,25413
2018-04-08T05:00:00,0,25797,25973
2018-04-08T05:30:00,0,26182,26392
2018-04-08T06:00:00,0,27865,26998
2018-04-08T06:30:00,0,29676,27480
2018-04-08T07:00:00,0,31308,28564
2018-04-08T07:30:00,0,32619,29750
2018-04-08T08:00:00,0,33801,31052
2018-04-08T08:30:00,0,35005,31827
2018-04-08T09:00:00,0,36003,32367
2018-04-08T09:30:00,0,36430,32728
2018-04-08T10:00:00,0,37143,33111
2018-04-08T10:30:00,0,37297,33356
2018-04-08T11:00:00,0,37811,33476
2018-04-08T11:30:00,0,37598,33226
2018-04-08T12:00:00,0,37555,33118
2018-04-08T12:30:00,0,37250,32881
2018-04-08T13:00:00,0,37101,32830
2018-04-08T13:30:00,0,36330,32502
2018-04-08T14:00:00,0,36579,32606
2018-04-08T14:30:00,0,36741,32891
2018-04-08T15:00:00,0,37153,33431
2018-04-08T15:30:00,0,37489,34143
2018-04-08T16:00:00,0,37838,34789
2018-04-08T16:30:00,0,37857,35142
2018-04-08T17:00:00,0,37880,35316
2018-04-08T17:30:00,0,37745,35335
2018-04-08T18:00:00,0,37503,35409
2018-04-08T18:30:00,0,37199,35524
2018-04-08T19:00:00,0,37522,36176
2018-04-08T19:30:00,0,37068,35856
2018-04-08T20:00:00,0,36254,34928
2018-04-08T20:30:00,0,34819,33446
2018-04-08T21:00:00,0,33374,32004
2018-04-08T21:30:00,0,31703,30196
2018-04-08T22:00:00,0,29706,28591
2018-04-08T22:30:00,0,28175,27356
2018-04-08T23:00:00,0,26546,26331
2018-04-08T23:30:00,0,25529,26459
2018-04-09T00:00:00,0,25885,26627
2018-04-09T00:30:00,0,26788,27359
2018-04-09T01:00:00,0,27034,27475
2018-04-09T01:30:00,0,26672,27129
2018-04-09T02:00:00,0,26334,26946
2018-04-09T02:30:00,0,26191,26708
2018-04-09T03:00:00,0,26075,26560
2018-04-09T03:30:00,0,26187,26569
2018-04-09T04:00:00,0,27200,27284
2018-04-09T04:30:00,0,28376,28550
2018-04-09T05:00:00,0,30919,30392
2018-04-09T05:30:00,0,33509,32045
2018-04-09T06:00:00,0,36643,35125
2018-04-09T06:30:00,0,38706,37080
2018-04-09T07:00:00,0,40726,38744
2018-04-09T07:30:00,0,41371,39348
2018-04-09T08:00:00,0,42004,39688
2018-04-09T08:30:00,0,42315,39642
2018-04-09T09:00:00,0,42612,39516
2018-04-09T09:30:00,0,42661,39090
2018-04-09T10:00:00,0,42953,38862
2018-04-09T10:30:00,0,42818,38751
2018-04-09T11:00:00,0,42926,38575
2018-04-09T11:30:00,0,42741,38302
2018-04-09T12:00:00,0,42416,38124
2018-04-09T12:30:00,0,41743,37914
2018-04-09T13:00:00,0,41933,38391
2018-04-09T13:30:00,0,41753,38443
2018-04-09T14:00:00,0,41731,38537
2018-04-09T14:30:00,0,41683,38779
2018-04-09T15:00:00,0,42238,39047
2018-04-09T15:30:00,0,42414,39588
2018-04-09T16:00:00,0,42974,40263
2018-04-09T16:30:00,0,42889,40492
2018-04-09T17:00:00,0,42932,40549
2018-04-09T17:30:00,0,42918,40450
2018-04-09T18:00:00,0,42564,40388
2018-04-09T18:30:00,0,42456,40468
2018-04-09T19:00:00,0,42044,39990
2018-04-09T19:30:00,0,40753,38877
2018-04-09T20:00:00,0,39653,37374
2018-04-09T20:30:00,0,37533,35145
2018-04-09T21:00:00,0,35697,33003
2018-04-09T21:30:00,0,33777,30648
2018-04-09T22:00:00,0,31556,29096
2018-04-09T22:30:00,0,29442,27696
2018-04-09T23:00:00,0,27507,26911
2018-04-09T23:30:00,0,27141,26092
2018-04-10T00:00:00,0,27351,26640
2018-04-10T00:30:00,0,28099,27378
2018-04-10T01:00:00,0,28145,27253
2018-04-10T01:30:00,0,27808,26819
2018-04-10T02:00:00,0,27429,26544
2018-04-10T02:30:00,0,27116,26134
2018-04-10T03:00:00,0,27117,26224
2018-04-10T03:30:00,0,27116,26193
2018-04-10T04:00:00,0,27846,26763
2018-04-10T04:30:00,0,28994,27886
2018-04-10T05:00:00,0,32413,29655
2018-04-10T05:30:00,0,35147,31204
2018-04-10T06:00:00,0,37003,33820
2018-04-10T06:30:00,0,38903,35687
2018-04-10T07:00:00,0,41068,37391
2018-04-10T07:30:00,0,41649,37806
2018-04-10T08:00:00,0,42668,38520
2018-04-10T08:30:00,0,43173,38713
2018-04-10T09:00:00,0,43357,38701
2018-04-10T09:30:00,0,43655,38637
2018-04-10T10:00:00,0,44061,38699
2018-04-10T10:30:00,0,44005,38443
2018-04-10T11:00:00,0,44249,38560
2018-04-10T11:30:00,0,43944,38322
2018-04-10T12:00:00,0,43821,38282
2018-04-10T12:30:00,0,43304,37747
2018-04-10T13:00:00,0,43327,37742
2018-04-10T13:30:00,0,44039,37569
2018-04-10T14:00:00,0,42953,37697
2018-04-10T14:30:00,0,42946,37959
2018-04-10T15:00:00,0,43402,38518
2018-04-10T15:30:00,0,44009,38978
2018-04-10T16:00:00,0,44123,39240
2018-04-10T16:30:00,0,43935,39447
2018-04-10T17:00:00,0,43604,39594
2018-04-10T17:30:00,0,43563,39724
2018-04-10T18:00:00,0,43165,39568
2018-04-10T18:30:00,0,42929,39405
2018-04-10T19:00:00,0,43131,39653
2018-04-10T19:30:00,0,42082,38777
2018-04-10T20:00:00,0,40653,37408
2018-04-10T20:30:00,0,38770,35677
2018-04-10T21:00:00,0,36772,33536
2018-04-10T21:30:00,0,34707,31267
2018-04-10T22:00:00,0,32341,29434
2018-04-10T22:30:00,0,29979,28351
2018-04-10T23:00:00,0,28516,27432
2018-04-10T23:30:00,0,27793,26745
2018-04-11T00:00:00,0,28115,27042
2018-04-11T00:30:00,0,28883,27793
2018-04-11T01:00:00,0,28900,27785
2018-04-11T01:30:00,0,28444,27447
2018-04-11T02:00:00,0,28055,27011
2018-04-11T02:30:00,0,27646,26866
2018-04-11T03:00:00,0,27377,26882
2018-04-11T03:30:00,0,27319,26915
2018-04-11T04:00:00,0,28047,27459
2018-04-11T04:30:00,0,29141,28215
2018-04-11T05:00:00,0,32231,29749
2018-04-11T05:30:00,0,35051,31367
2018-04-11T06:00:00,0,37787,34343
2018-04-11T06:30:00,0,39836,36399
2018-04-11T07:00:00,0,41155,37922
2018-04-11T07:30:00,0,41764,38589
2018-04-11T08:00:00,0,42208,39093
2018-04-11T08:30:00,0,42412,39191
2018-04-11T09:00:00,0,42455,39316
2018-04-11T09:30:00,0,42585,39294
2018-04-11T10:00:00,0,43104,39340
2018-04-11T10:30:00,0,43305,39453
2018-04-11T11:00:00,0,43343,39409
2018-04-11T11:30:00,0,43164,39242
2018-04-11T12:00:00,0,43017,39085
2018-04-11T12:30:00,0,42672,38726
2018-04-11T13:00:00,0,42642,38622
2018-04-11T13:30:00,0,42525,38441
2018-04-11T14:00:00,0,42203,38473
2018-04-11T14:30:00,0,42461,38631
2018-04-11T15:00:00,0,42905,38828
2018-04-11T15:30:00,0,43335,39499
2018-04-11T16:00:00,0,43736,40072
2018-04-11T16:30:00,0,43505,40233
2018-04-11T17:00:00,0,43289,40348
2018-04-11T17:30:00,0,43257,40428
2018-04-11T18:00:00,0,42970,40132
2018-04-11T18:30:00,0,42806,39913
2018-04-11T19:00:00,0,42989,39964
2018-04-11T19:30:00,0,41760,39152
2018-04-11T20:00:00,0,40268,38056
2018-04-11T20:30:00,0,38265,36074
2018-04-11T21:00:00,0,36126,34492
2018-04-11T21:30:00,0,34017,32354
2018-04-11T22:00:00,0,31964,30042
2018-04-11T22:30:00,0,29902,29105
2018-04-11T23:00:00,0,28412,27651
2018-04-11T23:30:00,0,27930,27280
2018-04-12T00:00:00,0,28239,27260
2018-04-12T00:30:00,0,28973,27927
2018-04-12T01:00:00,0,29095,28113
2018-04-12T01:30:00,0,28556,28083
2018-04-12T02:00:00,0,28326,27896
2018-04-12T02:30:00,0,28029,27569
2018-04-12T03:00:00,0,27846,27578
2018-04-12T03:30:00,0,27833,27500
2018-04-12T04:00:00,0,28455,27992
2018-04-12T04:30:00,0,29626,28985
2018-04-12T05:00:00,0,32537,30220
2018-04-12T05:30:00,0,35469,31839
2018-04-12T06:00:00,0,38189,34746
2018-04-12T06:30:00,0,40120,36692
2018-04-12T07:00:00,0,42098,38135
2018-04-12T07:30:00,0,42551,38343
2018-04-12T08:00:00,0,43393,38779
2018-04-12T08:30:00,0,43647,38816
2018-04-12T09:00:00,0,43549,38668
2018-04-12T09:30:00,0,43720,38806
2018-04-12T10:00:00,0,44226,38791
2018-04-12T10:30:00,0,44298,38735
2018-04-12T11:00:00,0,44527,38690
2018-04-12T11:30:00,0,44465,38571
2018-04-12T12:00:00,0,44332,38581
2018-04-12T12:30:00,0,43984,38304
2018-04-12T13:00:00,0,43908,38638
2018-04-12T13:30:00,0,44501,38710
2018-04-12T14:00:00,0,42733,38963
2018-04-12T14:30:00,0,42665,39365
2018-04-12T15:00:00,0,43091,39758
2018-04-12T15:30:00,0,43692,40444
2018-04-12T16:00:00,0,43585,40519
2018-04-12T16:30:00,0,43459,40720
2018-04-12T17:00:00,0,43578,40908
2018-04-12T17:30:00,0,43561,40803
2018-04-12T18:00:00,0,43228,40451
2018-04-12T18:30:00,0,43121,40347
2018-04-12T19:00:00,0,43001,40310
2018-04-12T19:30:00,0,42024,39582
2018-04-12T20:00:00,0,40647,38238
2018-04-12T20:30:00,0,38723,36317
2018-04-12T21:00:00,0,36856,34320
2018-04-12T21:30:00,0,34716,31936
2018-04-12T22:00:00,0,32275,30417
2018-04-12T22:30:00,0,30094,29554
2018-04-12T23:00:00,0,28802,28428
2018-04-12T23:30:00,0,28318,28069
2018-04-13T00:00:00,0,28510,28145
2018-04-13T00:30:00,0,29245,28798
2018-04-13T01:00:00,0,29353,28958
2018-04-13T01:30:00,0,28865,28862
2018-04-13T02:00:00,0,28571,28583
2018-04-13T02:30:00,0,28247,28317
2018-04-13T03:00:00,0,27981,28146
2018-04-13T03:30:00,0,28012,28224
2018-04-13T04:00:00,0,28799,28659
2018-04-13T04:30:00,0,29995,29730
2018-04-13T05:00:00,0,33169,31107
2018-04-13T05:30:00,0,35831,32790
2018-04-13T06:00:00,0,37352,35641
2018-04-13T06:30:00,0,39308,37750
2018-04-13T07:00:00,0,42003,39169
2018-04-13T07:30:00,0,42425,39710
2018-04-13T08:00:00,0,42643,40254
2018-04-13T08:30:00,0,42414,40554
2018-04-13T09:00:00,0,42656,40632
2018-04-13T09:30:00,0,42729,40401
2018-04-13T10:00:00,0,43610,40630
2018-04-13T10:30:00,0,43608,40484
2018-04-13T11:00:00,0,43411,40108
2018-04-13T11:30:00,0,42940,39917
2018-04-13T12:00:00,0,42364,39506
2018-04-13T12:30:00,0,42134,39208
2018-04-13T13:00:00,0,42191,39170
2018-04-13T13:30:00,0,41954,38887
2018-04-13T14:00:00,0,41701,38723
2018-04-13T14:30:00,0,41525,38763
2018-04-13T15:00:00,0,41525,38822
2018-04-13T15:30:00,0,41953,39439
2018-04-13T16:00:00,0,42018,39753
2018-04-13T16:30:00,0,41829,39809
2018-04-13T17:00:00,0,41501,39868
2018-04-13T17:30:00,0,41247,39889
2018-04-13T18:00:00,0,40937,39851
2018-04-13T18:30:00,0,40579,39487
2018-04-13T19:00:00,0,40767,39510
2018-04-13T19:30:00,0,39987,38944
2018-04-13T20:00:00,0,38755,37672
2018-04-13T20:30:00,0,37264,35988
2018-04-13T21:00:00,0,35471,33896
2018-04-13T21:30:00,0,33872,31896
2018-04-13T22:00:00,0,31909,30157
2018-04-13T22:30:00,0,29788,29166
2018-04-13T23:00:00,0,27883,28246
2018-04-13T23:30:00,0,27498,27688
2018-04-14T00:00:00,0,27389,27713
2018-04-14T00:30:00,0,28053,28175
2018-04-14T01:00:00,0,27552,28108
2018-04-14T01:30:00,0,27314,27850
2018-04-14T02:00:00,0,27082,27629
2018-04-14T02:30:00,0,26624,27316
2018-04-14T03:00:00,0,26166,27120
2018-04-14T03:30:00,0,26119,27002
2018-04-14T04:00:00,0,26425,27149
2018-04-14T04:30:00,0,26645,27520
2018-04-14T05:00:00,0,28484,27299
2018-04-14T05:30:00,0,29944,27483
2018-04-14T06:00:00,0,31990,28678
2018-04-14T06:30:00,0,33477,29229
2018-04-14T07:00:00,0,35479,30717
2018-04-14T07:30:00,0,37163,31261
2018-04-14T08:00:00,0,37313,32110
2018-04-14T08:30:00,0,37756,31941
2018-04-14T09:00:00,0,37854,31295
2018-04-14T09:30:00,0,37871,30780
2018-04-14T10:00:00,0,37902,30432
2018-04-14T10:30:00,0,37870,29853
2018-04-14T11:00:00,0,37506,28917
2018-04-14T11:30:00,0,37629,28210
2018-04-14T12:00:00,0,37036,27405
2018-04-14T12:30:00,0,36636,26521
2018-04-14T13:00:00,0,36084,26097
2018-04-14T13:30:00,0,35574,25814
2018-04-14T14:00:00,0,35310,25634
2018-04-14T14:30:00,0,35085,26055
2018-04-14T15:00:00,0,35248,26784
2018-04-14T15:30:00,0,35978,28078
2018-04-14T16:00:00,0,36348,29366
2018-04-14T16:30:00,0,36556,30567
2018-04-14T17:00:00,0,36899,31635
2018-04-14T17:30:00,0,36897,32248
2018-04-14T18:00:00,0,36455,32407
2018-04-14T18:30:00,0,36380,32690
2018-04-14T19:00:00,0,36961,33301
2018-04-14T19:30:00,0,37020,33328
2018-04-14T20:00:00,0,36087,32385
2018-04-14T20:30:00,0,34980,31192
2018-04-14T21:00:00,0,33735,29927
2018-04-14T21:30:00,0,32249,28456
2018-04-14T22:00:00,0,30797,26984
2018-04-14T22:30:00,0,29141,25932
2018-04-14T23:00:00,0,27243,25312
2018-04-14T23:30:00,0,26193,25307
2018-04-15T00:00:00,0,26169,25253
2018-04-15T00:30:00,0,26660,25630
2018-04-15T01:00:00,0,26516,25549
2018-04-15T01:30:00,0,26154,25197
2018-04-15T02:00:00,0,25722,24615
2018-04-15T02:30:00,0,25292,24495
2018-04-15T03:00:00,0,25052,24233
2018-04-15T03:30:00,0,24821,23967
2018-04-15T04:00:00,0,24866,24154
2018-04-15T04:30:00,0,24932,24208
2018-04-15T05:00:00,0,25164,24496
2018-04-15T05:30:00,0,26036,24637
2018-04-15T06:00:00,0,28286,24639
2018-04-15T06:30:00,0,29499,25413
2018-04-15T07:00:00,0,31418,26692
2018-04-15T07:30:00,0,32803,27620
2018-04-15T08:00:00,0,34378,28875
2018-04-15T08:30:00,0,35439,29366
2018-04-15T09:00:00,0,36180,29668
2018-04-15T09:30:00,0,36626,29546
2018-04-15T10:00:00,0,36710,29574
2018-04-15T10:30:00,0,36782,29474
2018-04-15T11:00:00,0,37154,29771
2018-04-15T11:30:00,0,37378,29860
2018-04-15T12:00:00,0,37139,29780
2018-04-15T12:30:00,0,36646,29450
2018-04-15T13:00:00,0,36551,29338
2018-04-15T13:30:00,0,36164,29440
2018-04-15T14:00:00,0,36540,29709
2018-04-15T14:30:00,0,36801,30326
2018-04-15T15:00:00,0,37523,31257
2018-04-15T15:30:00,0,38390,32123
2018-04-15T16:00:00,0,38955,32774
2018-04-15T16:30:00,0,38900,33025
2018-04-15T17:00:00,0,38704,33095
2018-04-15T17:30:00,0,38367,33212
2018-04-15T18:00:00,0,38160,33274
2018-04-15T18:30:00,0,38042,33337
2018-04-15T19:00:00,0,38443,33752
2018-04-15T19:30:00,0,38275,33505
2018-04-15T20:00:00,0,37260,32565
2018-04-15T20:30:00,0,35658,31065
2018-04-15T21:00:00,0,33972,29638
2018-04-15T21:30:00,0,32001,27715
2018-04-15T22:00:00,0,29636,25602
2018-04-15T22:30:00,0,27928,24295
2018-04-15T23:00:00,0,26389,23865
2018-04-15T23:30:00,0,25242,24157
2018-04-16T00:00:00,0,25297,24326
2018-04-16T00:30:00,0,25941,24934
2018-04-16T01:00:00,0,25954,24921
2018-04-16T01:30:00,0,25625,24731
2018-04-16T02:00:00,0,25342,24454
2018-04-16T02:30:00,0,25079,24199
2018-04-16T03:00:00,0,24979,24156
2018-04-16T03:30:00,0,25108,24307
2018-04-16T04:00:00,0,25710,25054
2018-04-16T04:30:00,0,27120,26182
2018-04-16T05:00:00,0,30463,27907
2018-04-16T05:30:00,0,33800,30159
2018-04-16T06:00:00,0,36957,33173
2018-04-16T06:30:00,0,38662,34467
2018-04-16T07:00:00,0,40423,34822
2018-04-16T07:30:00,0,40363,34154
2018-04-16T08:00:00,0,40614,33789
2018-04-16T08:30:00,0,40436,33234
2018-04-16T09:00:00,0,40240,32825
2018-04-16T09:30:00,0,40438,32819
2018-04-16T10:00:00,0,40826,32751
2018-04-16T10:30:00,0,41165,32691
2018-04-16T11:00:00,0,41444,32592
2018-04-16T11:30:00,0,41002,32147
2018-04-16T12:00:00,0,40767,31839
2018-04-16T12:30:00,0,40269,31093
2018-04-16T13:00:00,0,39928,30874
2018-04-16T13:30:00,0,39442,30524
2018-04-16T14:00:00,0,38717,30193
2018-04-16T14:30:00,0,38784,30789
2018-04-16T15:00:00,0,39734,31888
2018-04-16T15:30:00,0,40188,32937
2018-04-16T16:00:00,0,40717,33978
2018-04-16T16:30:00,0,40330,34623
2018-04-16T17:00:00,0,40000,34938
2018-04-16T17:30:00,0,39953,35358
2018-04-16T18:00:00,0,39896,35488
2018-04-16T18:30:00,0,39873,35474
2018-04-16T19:00:00,0,40445,35833
2018-04-16T19:30:00,0,40043,35596
2018-04-16T20:00:00,0,38737,34309
2018-04-16T20:30:00,0,36647,32163
2018-04-16T21:00:00,0,34484,29845
2018-04-16T21:30:00,0,32130,27425
2018-04-16T22:00:00,0,29491,25013
2018-04-16T22:30:00,0,27351,23804
2018-04-16T23:00:00,0,25731,23334
2018-04-16T23:30:00,0,24558,23490
2018-04-17T00:00:00,0,24495,23751
2018-04-17T00:30:00,0,24920,24142
2018-04-17T01:00:00,0,24432,23886
2018-04-17T01:30:00,0,24100,23720
2018-04-17T02:00:00,0,23030,23357
2018-04-17T02:30:00,0,22812,23125
2018-04-17T03:00:00,0,22211,22930
2018-04-17T03:30:00,0,22299,22927
2018-04-17T04:00:00,0,23878,23502
2018-04-17T04:30:00,0,24947,24554
2018-04-17T05:00:00,0,28718,26003
2018-04-17T05:30:00,0,32050,28114
2018-04-17T06:00:00,0,36341,31375
2018-04-17T06:30:00,0,38557,33133
2018-04-17T07:00:00,0,39457,33662
2018-04-17T07:30:00,0,39415,33318
2018-04-17T08:00:00,0,39751,33531
2018-04-17T08:30:00,0,39998,33346
2018-04-17T09:00:00,0,39933,32619
2018-04-17T09:30:00,0,39970,32385
2018-04-17T10:00:00,0,40292,32222
2018-04-17T10:30:00,0,40268,32226
2018-04-17T11:00:00,0,40479,32345
2018-04-17T11:30:00,0,40253,31882
2018-04-17T12:00:00,0,40400,31510
2018-04-17T12:30:00,0,39976,31036
2018-04-17T13:00:00,0,39976,30992
2018-04-17T13:30:00,0,39809,30960
2018-04-17T14:00:00,0,39346,31131
2018-04-17T14:30:00,0,39781,32118
2018-04-17T15:00:00,0,40250,33251
2018-04-17T15:30:00,0,40580,34396
2018-04-17T16:00:00,0,40892,35279
2018-04-17T16:30:00,0,40529,35433
2018-04-17T17:00:00,0,40201,35354
2018-04-17T17:30:00,0,40047,35515
2018-04-17T18:00:00,0,39596,35420
2018-04-17T18:30:00,0,39266,35361
2018-04-17T19:00:00,0,39142,35520
2018-04-17T19:30:00,0,38721,35241
2018-04-17T20:00:00,0,37489,33987
2018-04-17T20:30:00,0,35825,32193
2018-04-17T21:00:00,0,33754,29918
2018-04-17T21:30:00,0,31822,27666
2018-04-17T22:00:00,0,29389,26152
2018-04-17T22:30:00,0,27857,24671
2018-04-17T23:00:00,0,25962,23954
2018-04-17T23:30:00,0,24906,24108
2018-04-18T00:00:00,0,24995,24355
2018-04-18T00:30:00,0,25582,24446
2018-04-18T01:00:00,0,25542,24419
2018-04-18T01:30:00,0,25347,24240
2018-04-18T02:00:00,0,25216,23979
2018-04-18T02:30:00,0,24752,23781
2018-04-18T03:00:00,0,24623,23693
2018-04-18T03:30:00,0,24775,23847
2018-04-18T04:00:00,0,25579,24157
2018-04-18T04:30:00,0,26724,25513
2018-04-18T05:00:00,0,30297,27262
2018-04-18T05:30:00,0,33587,29600
2018-04-18T06:00:00,0,36907,32531
2018-04-18T06:30:00,0,38556,33577
2018-04-18T07:00:00,0,39113,33363
2018-04-18T07:30:00,0,38833,32837
2018-04-18T08:00:00,0,39191,32749
2018-04-18T08:30:00,0,39379,32344
2018-04-18T09:00:00,0,39287,31259
2018-04-18T09:30:00,0,39463,30388
2018-04-18T10:00:00,0,39617,29650
2018-04-18T10:30:00,0,40152,29390
2018-04-18T11:00:00,0,40439,29143
2018-04-18T11:30:00,0,40374,28621
2018-04-18T12:00:00,0,40193,28333
2018-04-18T12:30:00,0,39944,27933
2018-04-18T13:00:00,0,39806,27741
2018-04-18T13:30:00,0,38686,27477
2018-04-18T14:00:00,0,39242,27694
2018-04-18T14:30:00,0,39169,28326
2018-04-18T15:00:00,0,39349,29521
2018-04-18T15:30:00,0,39314,30812
2018-04-18T16:00:00,0,39172,31859
2018-04-18T16:30:00,0,38752,32483
2018-04-18T17:00:00,0,38536,33129
2018-04-18T17:30:00,0,38376,33718
2018-04-18T18:00:00,0,37852,33883
2018-04-18T18:30:00,0,37404,33930
2018-04-18T19:00:00,0,37809,34446
2018-04-18T19:30:00,0,38265,34889
2018-04-18T20:00:00,0,37329,34056
2018-04-18T20:30:00,0,35285,32184
2018-04-18T21:00:00,0,33263,30284
2018-04-18T21:30:00,0,31408,28201
2018-04-18T22:00:00,0,29131,26225
2018-04-18T22:30:00,0,26766,25579
2018-04-18T23:00:00,0,25047,24608
2018-04-18T23:30:00,0,23937,24260
2018-04-19T00:00:00,0,23941,24058
2018-04-19T00:30:00,0,24399,24278
2018-04-19T01:00:00,0,24211,23985
2018-04-19T01:30:00,0,23776,23283
2018-04-19T02:00:00,0,23558,23034
2018-04-19T02:30:00,0,23448,22735
2018-04-19T03:00:00,0,23545,23090
2018-04-19T03:30:00,0,23496,23508
2018-04-19T04:00:00,0,24492,24506
2018-04-19T04:30:00,0,25580,25749
2018-04-19T05:00:00,0,29518,27343
2018-04-19T05:30:00,0,33230,29526
2018-04-19T06:00:00,0,36551,32580
2018-04-19T06:30:00,0,38114,33808
2018-04-19T07:00:00,0,38680,33873
